what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100556434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100557074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100560902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100560917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100560995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100587365
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100590333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365100595129
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100595926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100596879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100603768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100603783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365100603783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100615875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100615875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100615953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100734913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100737881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100756283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100758424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100770890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100777638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100777638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100777701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100788214
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1365100793713
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1365100793776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100805664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100806164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100806195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100806242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100806258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100806304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100806336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365100806367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100822067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100822067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100823395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100826004
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100846531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365100850249
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100850670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100852482
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100853904
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100854919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365100858075
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100858341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365100865339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100866292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100869448
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100875743
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365100881992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365100887600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100888413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100889022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100889616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100920328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365100947182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365100948291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100955930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100955930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100955993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100962397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100962726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100962726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100962772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365100964053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365101000671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365101001483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365101003155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101021448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101021448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101021526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101025244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101037741
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1365101041819
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1365101043053
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1365101043162
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1365101044537
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365101050333
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1365101051723
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1365101051739
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1365101052457
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1365101052504
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.callhierarchy.view",1365101053504
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.callhierarchy.view",1365101053504
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365101054441
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101064720
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1365101066611
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1365101066673
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1365101070797
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.callhierarchy.view",1365101071313
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1365101071969
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365101072453
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1365101094823
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101120459
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101120474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1365101120490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101135878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101136862
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101137174
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101156936
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101167027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101181165
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101187742
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101190882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365101193647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365101194287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365101194990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365101195397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101198068
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101203801
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101206457
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101206472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101206519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101207707
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101210768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101225000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101225000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101225062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101243246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101268757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101268757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101268803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101278145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101380687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101382796
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1365101396324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101399214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101401511
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365101438175
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101438238
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101449610
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101454703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101454859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365101464810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365101465576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101470746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101476667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101490945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101492133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101505583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101506739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101523470
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365101544684
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365101544872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101553558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101582427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101594549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101602673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101607406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101608749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101641993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365101651584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101652600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101653068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101657755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101657771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101657849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101664910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101735833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101735895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101735911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101738145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101738395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101739566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101922388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101923451
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365101925122
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1365101948899
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1365101948961
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1365101948961
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1365101948977
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1365101948992
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1365101949039
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1365101949039
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1365101949039
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1365101949055
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1365101949070
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1365101949117
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1365101949117
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1365101949117
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1365101949211
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1365101949211
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1365101949242
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1365101949242
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1365101949289
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1365101949352
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1365101949367
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1365101949383
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1365101949383
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1365101949383
stopped,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1365101949398
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1365101949398
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1365101949398
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1365101949414
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1365101949414
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1365101949414
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1365101949414
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1365101949414
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1365101949414
stopped,bundle,org.eclipse.wb.swing.databinding,1.3.0.r37x201202021417,"org.eclipse.wb.swing.databinding",1365101949430
stopped,bundle,org.eclipse.wb.core.databinding,1.3.0.r37x201202052311,"org.eclipse.wb.core.databinding",1365101949445
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.FormLayout",1365101949445
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.MigLayout",1365101949477
stopped,bundle,org.eclipse.wb.swing.java6,1.3.0.r37x201202021417,"org.eclipse.wb.swing.java6",1365101949492
stopped,bundle,org.eclipse.wb.swing.jsr296,1.3.0.r37x201202021417,"org.eclipse.wb.swing.jsr296",1365101949492
stopped,bundle,org.eclipse.wb.swing,1.3.0.r37x201202021417,"org.eclipse.wb.swing",1365101949555
